Video Name,Channel Name,User Name,Comment,Likes,Date,Score,Status Level,Triggered Keywords
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@lucasl202-61,Everytime i see a video or catch a wiff of Alex and the shit he did i get flashbacks to Nicholas Deorio's video that was made a good 5 years ago,1,2025-01-25T04:32:30Z,5,Suspicious,shit
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@Sinreven,excuse? Slazo is Emkay? genuinely did not know,1,2025-01-25T01:30:27Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@Unknown-q4s7j,What's the music name?,0,2025-01-22T08:34:12Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@KillerSarcasm284U,I can't believe I share my birthday with ImAllexx🤦‍♂,0,2025-01-21T19:45:50Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@tinyky2598,Alexs tongue is too big for his mouth,0,2025-01-21T17:43:12Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@milaboo-z4c,Whoa...,0,2025-01-20T12:45:52Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@soggy_stu,"Yep these Brits suck, critical commentary as a job is a cancer everyone unfortunately is witness to.",0,2025-01-19T09:37:42Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@Double.D.Tootss,Lookin forward to the dream crash out vid,0,2025-01-17T15:13:47Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@joey17503,The most hilarious thing about this is that a UK YouTuber named Kavos has been warning about Alex for years. And yet people said he was just a hater 🙄,2,2025-01-17T05:41:40Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@thehoodedteddy1335,"I think this is the angriest I’ve ever heard Aubrey sound in his videos. Either thinking about this makes him so angry that he can’t do a take of some lines without it coming through, or he’s angry enough/despises Alex enough that he doesn’t care to try and make a take where it doesn’t. Either way, rightfully so, Alex is a terrible person",0,2025-01-16T19:28:49Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@deschlins6387,Still sad about Slazo. Loved his content. Not Too Late by Lemaitre is in my playlist to this day,0,2025-01-16T14:46:52Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@jamesdagiantpeach,Hearing British people argue is fucking wild. They don’t even sound like real people,0,2025-01-16T05:46:45Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@viggle9482,What a narcissistic bully and abuser.,0,2025-01-15T21:48:01Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@SaiyanKCM,23:15 what does zaptie have to do with turkey tom??,1,2025-01-15T10:38:50Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@hillaryheath220,I know you’re not supposed to judge people on their looks but … how tf did a goblin like him even get a chance with Alice.,2,2025-01-15T08:35:30Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@GreatWarriorHercule,"Gonna be real, Slazo still feels like a sketchy sleeze, but at least he's not Allexx and at least both of them are dead in the water.",0,2025-01-15T05:33:10Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@bryan22122,gorge,0,2025-01-15T04:07:37Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@300IQPrower,"If i took a shot for every ""poorly shaven white guy with an absurd number of subs for making vapid content farm material"" in this video, I'd be more hammered than Allexx probably was when he locked himself out of his own room and wanted to kill his girlfriend over it.",0,2025-01-14T00:53:16Z,5,Suspicious,kill
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@idilkaraali,i remember kwite being the only person to distance himself from the group after all the slazo stuff. gained a lot of respect for him after that,3,2025-01-12T09:22:53Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@jadyndenys7736,Not gonna lie before the allegations I thought he was gay.,1,2025-01-11T17:57:24Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@vh6772,"51:15 ""Stop talking over me!"" he says via text 🥴🥴",6,2025-01-09T22:37:22Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@robinmc142,33:23 Jesus ye wtf dude.,1,2025-01-09T07:23:06Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@robinmc142,26:14 omfg the cringe every time I hear someone serious say something like that. It's literally online messages. How do people keeping forgetting you don't even have to look at those?,1,2025-01-09T07:03:52Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@robinmc142,"23:47 God I hate this. Because I can understand it, I hate it even more. Your ego can convince you you're doing the right thing if you can manipulate others, you can manipulate your own conscience. And everything that must have followed, he must have been so surprising.",0,2025-01-09T06:55:13Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@robinmc142,20:15 JESUS FUCK HOLY SHIT WHAT DID THIS GUY EVEN DO? THAT WAS HIS BEST FRIEND TOO? A MANIPULATIVE LIAR HE SUPPOSEDLY KNOWS IS ONE WHEN HE'S ALREADY LIVING WITH YOUTUBERS WHO INSPIRED HIM? WTF? DID I GET MY TIMELINE MIXED UP AND STILL WTF?,1,2025-01-09T06:47:30Z,13,Dangerous,"fuck, shit"
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@robinmc142,19:11 wait so you just answered your own question.,1,2025-01-09T06:43:31Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@woosans._son,"bro he was such a good youtuber 😭 why does everyone i like become horrible ppl. like wilbur, dream, alex, etc.",3,2025-01-08T13:49:02Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@jabberjaws94,"God, Alice... I put up with similar treatment from my boyfriend of 13 years. That ""lay down like a dog"" reminded me of a fight where my ex said that I didnt clean the floors well enough and he ordered me to get down on my hands and knees and smell the floor because he said there was something wrong with my senses. 

This was very difficult to watch. My ex used to get argumentative and aggressive when i discussed my SA history just hoping for comfort and reassurance. 

I really like Cam Kirkham and his videos are the only reason why I know if ImAllex but yeah, Im really put off by Alex now. 🤢",1,2025-01-08T12:29:04Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@calliopejackalope1087,"Breaking then discarding of prescription glasses is no different than breaking a cane or taking a hearing device. Messing with someones mobility aid is insane! Then laughing about it??? Then threatening the cat? Like bro, for what???",65,2025-01-08T08:04:47Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@caitlinc8084,"knew smth was dodgy about him,  i met him in person once and he gave me the dirtiest look. ever since ive avoided his content because smth felt off",0,2025-01-08T01:13:04Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@tarkelson2457,"welp, he got away with it",1,2025-01-07T18:08:03Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@hediyeh3563,I wonder if any of his friends/roommates (That we all know have platforms and are kinda famous and popular on youtube) knew about his abusive behavior and choose not to stop him yet support him by collaborating more with him (til he got  exposed),0,2025-01-07T13:18:33Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@DoomDark-pi1gu,"ImAllexx had it coming for a long time, he has left a trail of non-stop false accusations. The Zaptie stuff was... messy, I won't deny that. I don't have a problem with an age gap of 20-17 but 20-16 I would say is inappropriate, but neither of those ages mattered since she was actually even younger. Regardless of your thoughts on the Zaptie stuff, those allegations were handled poorly. But then it wouldn't be until the Slazo stuff that Alex would show his true colors and I never liked him since. Trying to call Slazo who at the time was 16 a r*pist for being in a normal teenage relationship is wild work. And there are some other false allegations he latched onto as well which I can't remember off the top of my head but then the abuse allegations come out about him and just the absolute irony of it all can only be described as poetic.",0,2025-01-07T02:25:59Z,8,Suspicious,abuse
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@callumray7760,The pedo thing don't make sense he didn't know she was under age and In the UK the age of consent is 16 meaning they were legal even if it is disgusting,0,2025-01-06T21:49:14Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@VickiIckiWicki,Omg poor Alice!! I knew nothing about this! I’m no longer a fan of him haven’t been for a while but omg this is insane.,0,2025-01-06T03:41:36Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@LetsSmosh,allergic reaction or 5head,0,2025-01-06T01:19:09Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@LetsSmosh,who?,0,2025-01-06T01:16:09Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@LetsSmosh,who?,0,2025-01-06T01:10:46Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@catboydeathgrips,"hey jaubrey, idk if you take video requests at all, but would you ever be willing to make a video on lily orchard/peet? she's an absolutely monsterous individual, her sister courtney peet has come forward with what lily put her through, and i don't really see enough large youtubers talking about the legitimately horrible things shes done, focusing instead on how bad her writing and art is. there's more than enough documented proof of her depraved patterns of hate campaigns, sock puppet accounts, and abusive behavior towards her friends and fans.",2,2025-01-06T00:05:28Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@jonny46ba,don't realy understand why the little turd felt the need to google what a sociopath is..  could of just looked in the mirror.,0,2025-01-05T18:34:14Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@LOADEDPISTOL,"honestly i never really suspected this i only heard about it today, now there was a clip where he was doing a collab with i think memelous and he said something about his girlfriend so she threw a sock at him and he genuinely sounded upset and mad about it and threw it back before smiling and laughing and making more jokes about his girlfriend and although they might've been playing around i always get uncomfortable when i see that clip and maybe because I'm sensitive and if my partner sounded that mad after i threw a sock at them id shut down and get really shy and awkward and wouldn't want to yk like play around thinking he's going to get mad even tho he was saying jokes like she's under my desk right now like giving him a foot massage and i think other innuendos",0,2025-01-05T10:22:28Z,1,Safe,want
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@marylawrence2218,I don't know who any of these people are lol,0,2025-01-05T08:16:32Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@laurenfox1899,"TW abuse. Totally struck by the audio of him berating her while she’s packing to leave. My ex used the same language to complain about my face being downcast and how angry it made him. In fact, he said that seeing me cry (after being roughed up held in my home against my will) made him think of a wounded prey animal and it just made him want to “put me out of my misery”. Poor Alice. Glad she lived through the ordeal.",4,2025-01-04T14:00:46Z,9,Suspicious,"abuse, want"
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@anxiousanalyst,PRIMINK MENTIONED,0,2025-01-03T19:04:09Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@aymzed,Not to be a dick but it’s definitely bc inabber is a little offputting looking,0,2025-01-03T15:18:29Z,10,Dangerous,dick
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@DomTurula,Damn i guess i should try being mean to women,0,2025-01-02T21:15:09Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@abbiedack5246,"i find it hard to believe that george, will and james had no idea of any of this. makes me very uneasy.",1,2025-01-02T18:52:31Z,0,Safe,
The Allegations of ImAllexx | The End of an Internet Sensation,j aubrey,@operationcampfire,"Antisocial personality disorder can mean sociopathy, but alex is so visibly acting in bad faith that it doesn't matter.  I highly doubt any of the Zaptie sociopathy allegation is remotely close to whatever he told Alex.  It's absolutely absurd to claim that sociopaths cannot feel anything.  Sociopaths are wildly unpredictable and often fly off the handle because they often act off of emotion.  In most scenarios I've seen, sociopaths are capable of caring about others, however, they compartmentalize those feelings towards family and friends.  Alex is describing psychopathy, which is hilarious because it's literally one google search away.",1,2025-01-02T04:52:11Z,0,Safe,
